"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/trace/trace.c.xml,SLAPD_MOD_DYNAMIC;SLAPD_OVER_TRACE
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapi-plugins/addrdnvalues/addrdnvalues.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/doc/devel/template.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/include/ac/alloca.h.xml,HAVE_ALLOCA_H;_AC_ALLOCA_H;_AIX;__GNUC__;alloca
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/include/ac/assert.h.xml,HAVE_ASSERT_H;LDAP_DEBUG;STDC_HEADERS;_AC_ASSERT_H;__STDC__;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/include/ac/bytes.h.xml,AC_INT2_TYPE;AC_INT4_TYPE;BYTE_ORDER;SIZEOF_INT;SIZEOF_LONG;SIZEOF_SHORT;WORDS_BIGENDIAN;_AC_BYTES_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/include/ac/crypt.h.xml,HAVE_CRYPT_H;_AC_CRYPT_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/include/ac/ctype.h.xml,C_UPPER_LOWER;_AC_CTYPE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/include/ac/dirent.h.xml,HAVE_DIRENT_H;HAVE_NDIR_H;HAVE_SYS_DIR_H;HAVE_SYS_NDIR_H;MAX_PATH;_AC_DIRENT_H;_MSC_VER
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/include/ac/errno.h.xml,DECL_SYS_ERRLIST;HAVE_ERRNO_H;HAVE_STRERROR;HAVE_SYS_ERRLIST;HAVE_SYS_ERRNO_H;_AC_ERRNO_H
